,試合日,節,大会,ホーム,スコア,アウェイ,スタジアム
15525,20190519,１４,Ｊ２,町田,2-2,京都,町田
15526,20190526,１５,Ｊ２,岐阜,1-2,町田,長良川
15528,20190608,１７,Ｊ２,徳島,1-0,町田,鳴門大塚
15529,20190616,１８,Ｊ２,町田,2-2,長崎,町田
15530,20190623,１９,Ｊ２,町田,1-1,岡山,町田
15532,20190707,２１,Ｊ２,山口,3-0,町田,みらスタ
15533,20190714,２２,Ｊ２,町田,0-2,福岡,町田
15534,20190721,２３,Ｊ２,町田,0-3,徳島,町田
15536,20190731,２５,Ｊ２,町田,3-3,新潟,町田
15537,20190804,２６,Ｊ２,甲府,3-0,町田,中銀スタ
15538,20190810,２７,Ｊ２,町田,2-3,金沢,町田
15540,20190825,２９,Ｊ２,岡山,0-3,町田,Ｃスタ
15543,20190914,３２,Ｊ２,京都,2-0,町田,たけびし
15544,20190922,３３,Ｊ２,町田,0-0,横浜FC,町田
15545,20190929,３４,Ｊ２,町田,0-0,琉球,町田
15546,20191005,３５,Ｊ２,長崎,3-2,町田,トラスタ
15547,20191013,３６,Ｊ２,町田,0-0,鹿児島,町田
15549,20191027,３８,Ｊ２,町田,0-0,岐阜,町田
15550,20191103,３９,Ｊ２,愛媛,2-0,町田,ニンスタ
15551,20191110,４０,Ｊ２,町田,1-0,山口,町田
15554,20200223,１,Ｊ２,町田,0-0,甲府,Ｇスタ
15558,20200715,５,Ｊ２,町田,3-3,新潟,Ｇスタ
15561,20200729,８,Ｊ２,松本,0-2,町田,サンアル
15562,20200802,９,Ｊ２,京都,1-0,町田,サンガＳ
15564,20200812,１１,Ｊ２,町田,0-1,徳島,Ｇスタ
15565,20200815,１２,Ｊ２,北九州,2-1,町田,ミクスタ
15566,20200819,１３,Ｊ２,町田,0-0,磐田,Ｇスタ
15567,20200822,１４,Ｊ２,山口,0-2,町田,みらスタ
15568,20200830,１５,Ｊ２,町田,2-0,岡山,Ｇスタ
15569,20200902,１６,Ｊ２,愛媛,1-2,町田,ニンスタ
15570,20200906,１７,Ｊ２,町田,4-2,琉球,Ｇスタ
15571,20200909,１８,Ｊ２,金沢,1-1,町田,石川西部
15572,20200913,１９,Ｊ２,福岡,2-1,町田,ベススタ
15574,20200923,２１,Ｊ２,町田,1-1,長崎,Ｇスタ
15576,20200930,２３,Ｊ２,町田,1-1,北九州,Ｇスタ
15577,20201004,２４,Ｊ２,新潟,4-0,町田,デンカＳ
15578,20201011,２５,Ｊ２,町田,2-2,金沢,Ｇスタ
15579,20201014,２６,Ｊ２,町田,3-0,京都,Ｇスタ
15581,20201021,２８,Ｊ２,町田,0-0,福岡,Ｇスタ
15582,20201025,２９,Ｊ２,甲府,2-1,町田,中銀スタ
15583,20201101,３０,Ｊ２,町田,1-2,愛媛,Ｇスタ
15584,20201104,３１,Ｊ２,長崎,3-1,町田,トラスタ
15585,20201108,３２,Ｊ２,岡山,1-0,町田,Ｃスタ
15586,20201111,３３,Ｊ２,町田,1-0,山口,Ｇスタ
15587,20201115,３４,Ｊ２,町田,1-2,松本,Ｇスタ
15589,20201125,３６,Ｊ２,徳島,3-0,町田,鳴門大塚
15594,20201216,４１,Ｊ２,磐田,3-2,町田,エコパ
15595,20201220,４２,Ｊ２,琉球,0-1,町田,タピスタ
15597,20210306,２,Ｊ２,磐田,1-3,町田,ヤマハ
15600,20210327,５,Ｊ２,甲府,0-1,町田,ＪＩＴス
15601,20210404,６,Ｊ２,町田,vs,金沢,Ｇスタ
15602,20210411,７,Ｊ２,町田,vs,京都,Ｇスタ
15603,20210417,８,Ｊ２,長崎,vs,町田,トラスタ
15604,20210421,９,Ｊ２,町田,vs,琉球,Ｇスタ
15606,20210502,１１,Ｊ２,町田,vs,山口,Ｇスタ
15607,20210505,１２,Ｊ２,岡山,vs,町田,Ｃスタ
15608,20210509,１３,Ｊ２,相模原,vs,町田,ギオンス
15609,20210516,１４,Ｊ２,町田,vs,新潟,Ｇスタ
15611,20210530,１６,Ｊ２,町田,vs,北九州,Ｇスタ
15612,20210605,１７,Ｊ２,松本,vs,町田,サンアル
15615,20210627,２０,Ｊ２,町田,vs,愛媛,Ｇスタ
15618,20210718,２３,Ｊ２,町田,vs,相模原,Ｇスタ
15619,20210809,２４,Ｊ２,京都,vs,町田,サンガＳ
15620,20210814,２５,Ｊ２,町田,vs,岡山,Ｇスタ
15621,20210822,２６,Ｊ２,北九州,vs,町田,ミクスタ
15622,20210829,２７,Ｊ２,町田,vs,甲府,Ｇスタ
15623,20210904,２８,Ｊ２,金沢,vs,町田,石川西部
15624,20210911,２９,Ｊ２,山口,vs,町田,みらスタ
15625,20210918,３０,Ｊ２,町田,vs,長崎,Ｇスタ
15627,20211003,３２,Ｊ２,町田,vs,磐田,Ｇスタ
15631,20211030,３６,Ｊ２,琉球,vs,町田,タピスタ
15632,20211103,３７,Ｊ２,町田,vs,松本,Ｇスタ
15633,20211107,３８,Ｊ２,愛媛,vs,町田,ニンスタ
15637,20211205,４２,Ｊ２,新潟,vs,町田,デンカＳ
15638,19980322,１,サテライトリーグ Ｂグループ,川崎Ｆ,1-2,清水,蛇塚Ｇ
15640,19980419,５,サテライトリーグ Ｂグループ,川崎Ｆ,0-4,磐田,沼津Ｇ
15641,19980523,２,ＹＮＣ 予選Ｃグループ,川崎Ｆ,0-1,清水,等々力
15642,19980530,３,ＹＮＣ 予選Ｃグループ,Ｇ大阪,0-2,川崎Ｆ,万博
15643,19980531,７,サテライトリーグ Ｂグループ,名古屋,0-2,川崎Ｆ,一宮
15644,19980603,４,ＹＮＣ 予選Ｃグループ,川崎Ｆ,0-1,横浜Ｆ,等々力
15647,19980809,１２,サテライトリーグ Ｂグループ,磐田,2-1,川崎Ｆ,磐田
15648,19980813,１３,サテライトリーグ Ｂグループ,川崎Ｆ,4-1,平塚,大神Ｇ
15649,19980823,１４,サテライトリーグ Ｂグループ,平塚,6-3,川崎Ｆ,大神Ｇ
15650,19980906,１６,サテライトリーグ Ｂグループ,川崎Ｆ,2-2,名古屋,沼津Ｇ
15651,19980920,１８,サテライトリーグ Ｂグループ,清水,4-2,川崎Ｆ,蛇塚Ｇ
15652,19981119,１,Ｊ１参入,福岡,3-2,川崎Ｆ,博多球
15653,19990314,１,Ｊ２,川崎Ｆ,0-1,新潟,等々力
15654,19990321,２,Ｊ２,大分,1-0,川崎Ｆ,大分
15657,19990407,0,ＹＮＣ,川崎Ｆ,1-3,Ｇ大阪,等々力
15658,19990410,５,Ｊ２,甲府,1-2,川崎Ｆ,小瀬
15659,19990414,0,ＹＮＣ,Ｇ大阪,0-1,川崎Ｆ,万博
15662,19990429,８,Ｊ２,川崎Ｆ,2-4,鳥栖,等々力
15664,19990505,１０,Ｊ２,川崎Ｆ,2-1,大分,等々力
15667,19990523,１３,Ｊ２,川崎Ｆ,3-1,甲府,等々力
15670,19990704,１６,Ｊ２,鳥栖,2-4,川崎Ｆ,鳥栖
15672,19990715,１８,Ｊ２,新潟,0-2,川崎Ｆ,新潟
15675,19990815,２１,Ｊ２,川崎Ｆ,0-1,新潟,等々力
15676,19990821,２２,Ｊ２,大分,0-1,川崎Ｆ,大分
15680,19990915,２６,Ｊ２,鳥栖,2-1,川崎Ｆ,鳥栖
15681,19990919,２７,Ｊ２,甲府,1-2,川崎Ｆ,韮崎中央
15683,19991002,２９,Ｊ２,新潟,1-4,川崎Ｆ,新潟
15684,19991011,３０,Ｊ２,川崎Ｆ,0-3,大分,長野
15688,19991105,３４,Ｊ２,川崎Ｆ,2-1,鳥栖,等々力
15689,19991114,３５,Ｊ２,川崎Ｆ,3-0,甲府,等々力
15691,20000311,１,Ｊ１ １ｓｔ,福岡,2-1,川崎Ｆ,博多球
15693,20000325,３,Ｊ１ １ｓｔ,川崎Ｆ,0-1,広島,等々力
15694,20000326,0,サテライトリーグ Ｂグループ,川崎Ｆ,2-1,磐田,麻生Ｇ
15695,20000401,４,Ｊ１ １ｓｔ,神戸,0-1,川崎Ｆ,神戸ユ
15696,20000405,５,Ｊ１ １ｓｔ,川崎Ｆ,2-2,Ｇ大阪,等々力
15699,20000415,７,Ｊ１ １ｓｔ,川崎Ｆ,2-1,京都,等々力
15703,20000429,９,Ｊ１ １ｓｔ,川崎Ｆ,0-2,清水,等々力
15704,20000430,0,サテライトリーグ Ｂグループ,磐田,3-3,川崎Ｆ,磐田
15705,20000503,１０,Ｊ１ １ｓｔ,川崎Ｆ,1-5,磐田,等々力
15707,20000507,0,サテライトリーグ Ｂグループ,名古屋,1-1,川崎Ｆ,豊橋
15708,20000513,１２,Ｊ１ １ｓｔ,川崎Ｆ,1-1,名古屋,等々力
15709,20000517,１３,Ｊ１ １ｓｔ,横浜FM,4-1,川崎Ｆ,横浜国
15711,20000527,１５,Ｊ１ １ｓｔ,Ｃ大阪,1-2,川崎Ｆ,長居
15712,20000624,１,Ｊ１ ２ｎｄ,川崎Ｆ,0-1,福岡,等々力
15713,20000625,0,サテライトリーグ Ｂグループ,清水,3-1,川崎Ｆ,蛇塚Ｇ
15718,20000715,４,Ｊ１ ２ｎｄ,磐田,3-1,川崎Ｆ,磐田
15719,20000722,５,Ｊ１ ２ｎｄ,清水,2-2,川崎Ｆ,日本平
15721,20000729,７,Ｊ１ ２ｎｄ,京都,3-1,川崎Ｆ,西京極
15722,20000805,８,Ｊ１ ２ｎｄ,川崎Ｆ,2-1,神戸,等々力
15723,20000806,0,サテライトリーグ Ｂグループ,川崎Ｆ,2-1,清水,麻生Ｇ
15724,20000812,９,Ｊ１ ２ｎｄ,広島,0-1,川崎Ｆ,広島ビ
15729,20001011,0,ＹＮＣ,京都,0-2,川崎Ｆ,西京極
15730,20001015,0,サテライトリーグ Ｂグループ,川崎Ｆ,1-0,名古屋,麻生Ｇ
15731,20001018,0,ＹＮＣ,川崎Ｆ,1-2,京都,国立
15733,20001108,１１,Ｊ１ ２ｎｄ,Ｇ大阪,4-0,川崎Ｆ,万博
15734,20001111,１２,Ｊ１ ２ｎｄ,川崎Ｆ,4-3,Ｃ大阪,等々力
15736,20001123,１４,Ｊ１ ２ｎｄ,川崎Ｆ,1-0,横浜FM,等々力
15737,20001126,１５,Ｊ１ ２ｎｄ,名古屋,1-0,川崎Ｆ,瑞穂陸
15738,20010310,１,Ｊ２,川崎Ｆ,3-1,甲府,等々力
15739,20010311,0,サテライトリーグ Ｂグループ,川崎Ｆ,2-1,横浜FM,麻生Ｇ
15740,20010317,２,Ｊ２,鳥栖,0-1,川崎Ｆ,鳥栖
15741,20010324,３,Ｊ２,川崎Ｆ,2-4,京都,等々力
15742,20010325,0,サテライトリーグ Ｂグループ,川崎Ｆ,1-2,名古屋,麻生Ｇ
15743,20010331,４,Ｊ２,新潟,1-0,川崎Ｆ,新潟陸
15745,20010414,６,Ｊ２,川崎Ｆ,1-2,湘南,等々力
15746,20010415,0,サテライトリーグ Ｂグループ,磐田,1-0,川崎Ｆ,磐田
15748,20010428,８,Ｊ２,川崎Ｆ,1-2,大分,等々力
15751,20010507,0,サテライトリーグ Ｂグループ,清水,2-2,川崎Ｆ,三保Ｇ
15752,20010512,１１,Ｊ２,横浜FC,0-6,川崎Ｆ,横浜国
15753,20010513,0,サテライトリーグ Ｂグループ,横浜FM,2-1,川崎Ｆ,戸塚Ｇ
15754,20010519,１２,Ｊ２,川崎Ｆ,6-1,鳥栖,等々力
15755,20010523,１３,Ｊ２,京都,4-0,川崎Ｆ,西京極
15756,20010526,１４,Ｊ２,湘南,2-0,川崎Ｆ,平塚
15757,20010613,0,ＹＮＣ,横浜FC,0-1,川崎Ｆ,三ツ沢
15759,20010620,0,ＹＮＣ,川崎Ｆ,2-1,横浜FC,等々力
15761,20010629,１７,Ｊ２,川崎Ｆ,2-1,横浜FC,等々力
15762,20010630,0,サテライトリーグ Ｂグループ,京都,2-1,川崎Ｆ,東城陽Ｇ
15763,20010707,１８,Ｊ２,大分,2-1,川崎Ｆ,大分ス
15765,20010714,２０,Ｊ２,甲府,1-1,川崎Ｆ,小瀬
15766,20010715,0,サテライトリーグ Ｂグループ,川崎Ｆ,1-1,磐田,麻生Ｇ
15767,20010721,２１,Ｊ２,川崎Ｆ,2-3,新潟,等々力
15769,20010728,２３,Ｊ２,横浜FC,1-3,川崎Ｆ,三ツ沢
15770,20010803,２４,Ｊ２,川崎Ｆ,0-0,京都,等々力
15771,20010808,0,ＹＮＣ,横浜FM,3-0,川崎Ｆ,三ツ沢
15772,20010811,２５,Ｊ２,川崎Ｆ,1-2,大分,等々力
15774,20010818,２７,Ｊ２,川崎Ｆ,2-0,湘南,等々力
15775,20010819,0,サテライトリーグ Ｂグループ,川崎Ｆ,0-1,京都,麻生Ｇ
15777,20010829,0,ＹＮＣ,川崎Ｆ,0-2,横浜FM,等々力
15778,20010901,２９,Ｊ２,新潟,2-0,川崎Ｆ,新潟ス
15781,20010915,３２,Ｊ２,鳥栖,0-1,川崎Ｆ,鳥栖
15782,20010919,３３,Ｊ２,川崎Ｆ,1-2,甲府,等々力
15783,20010922,３４,Ｊ２,大分,2-1,川崎Ｆ,大分ス
15785,20011001,0,サテライトリーグ Ｂグループ,川崎Ｆ,0-1,清水,麻生Ｇ
15786,20011006,３６,Ｊ２,湘南,2-1,川崎Ｆ,平塚
15789,20011020,３９,Ｊ２,川崎Ｆ,2-1,横浜FC,江戸川
15790,20011021,0,サテライトリーグ Ｂグループ,名古屋,5-1,川崎Ｆ,トヨタＳ
15791,20011029,４０,Ｊ２,甲府,3-0,川崎Ｆ,小瀬
15792,20011103,４１,Ｊ２,川崎Ｆ,2-0,鳥栖,西が丘
15793,20011106,４２,Ｊ２,京都,3-2,川崎Ｆ,西京極
15794,20011110,４３,Ｊ２,川崎Ｆ,1-2,新潟,町田
15796,20020303,１,Ｊ２,川崎Ｆ,1-1,湘南,等々力
15798,20020316,３,Ｊ２,福岡,4-0,川崎Ｆ,博多球
15799,20020321,４,Ｊ２,Ｃ大阪,2-2,川崎Ｆ,長居２
15801,20020330,６,Ｊ２,横浜FC,2-3,川崎Ｆ,横浜国
15802,20020406,７,Ｊ２,鳥栖,0-2,川崎Ｆ,鳥栖
15803,20020410,８,Ｊ２,川崎Ｆ,1-1,大分,等々力
15804,20020414,９,Ｊ２,新潟,2-1,川崎Ｆ,新潟陸
15806,20020424,１１,Ｊ２,甲府,1-4,川崎Ｆ,小瀬
15808,20020503,１３,Ｊ２,川崎Ｆ,2-3,Ｃ大阪,等々力
15810,20020512,１５,Ｊ２,川崎Ｆ,1-2,横浜FC,等々力
15811,20020705,１６,Ｊ２,川崎Ｆ,2-1,鳥栖,等々力
15812,20020710,１７,Ｊ２,大分,5-0,川崎Ｆ,熊本
15813,20020713,１８,Ｊ２,川崎Ｆ,2-1,甲府,等々力
15814,20020720,１９,Ｊ２,湘南,2-0,川崎Ｆ,平塚
15815,20020724,２０,Ｊ２,川崎Ｆ,2-0,新潟,等々力
15817,20020801,２２,Ｊ２,川崎Ｆ,2-1,福岡,等々力
15818,20020807,２３,Ｊ２,川崎Ｆ,1-0,横浜FC,等々力
15819,20020810,２４,Ｊ２,甲府,2-2,川崎Ｆ,小瀬
15820,20020817,２５,Ｊ２,川崎Ｆ,1-1,大分,等々力
15821,20020821,２６,Ｊ２,新潟,2-1,川崎Ｆ,新潟陸
15823,20020831,２８,Ｊ２,川崎Ｆ,4-0,湘南,等々力
15824,20020907,２９,Ｊ２,鳥栖,0-2,川崎Ｆ,鳥栖
15826,20020914,３１,Ｊ２,Ｃ大阪,3-3,川崎Ｆ,長居
15828,20020925,３３,Ｊ２,福岡,1-2,川崎Ｆ,博多球
15829,20020928,３４,Ｊ２,横浜FC,0-2,川崎Ｆ,夢の島
15830,20021005,３５,Ｊ２,川崎Ｆ,1-2,新潟,等々力
15832,20021013,３７,Ｊ２,川崎Ｆ,2-1,Ｃ大阪,等々力
15834,20021023,３９,Ｊ２,川崎Ｆ,4-3,福岡,等々力
15836,20021102,４１,Ｊ２,川崎Ｆ,2-1,鳥栖,等々力
15837,20021109,４２,Ｊ２,大分,2-1,川崎Ｆ,大分ス
15838,20021116,４３,Ｊ２,川崎Ｆ,2-1,甲府,等々力
15839,20021124,４４,Ｊ２,湘南,0-0,川崎Ｆ,平塚
15840,20030315,１,Ｊ２,広島,2-2,川崎Ｆ,広島ビ
15841,20030322,２,Ｊ２,川崎Ｆ,2-1,湘南,等々力
15842,20030329,３,Ｊ２,福岡,0-2,川崎Ｆ,博多球
15843,20030405,４,Ｊ２,川崎Ｆ,1-1,甲府,等々力
15845,20030413,６,Ｊ２,鳥栖,0-0,川崎Ｆ,鳥栖
15847,20030426,８,Ｊ２,新潟,1-0,川崎Ｆ,新潟陸
15850,20030510,１１,Ｊ２,川崎Ｆ,1-1,横浜FC,等々力
15851,20030514,１２,Ｊ２,川崎Ｆ,1-0,広島,等々力
15852,20030517,１３,Ｊ２,湘南,0-4,川崎Ｆ,平塚
15853,20030524,１４,Ｊ２,川崎Ｆ,2-1,福岡,等々力
15854,20030531,１５,Ｊ２,甲府,0-2,川崎Ｆ,小瀬
15856,20030614,１７,Ｊ２,横浜FC,0-4,川崎Ｆ,三ツ沢
15857,20030618,１８,Ｊ２,川崎Ｆ,0-4,新潟,等々力
15859,20030628,２０,Ｊ２,川崎Ｆ,6-3,鳥栖,等々力
15862,20030719,２３,Ｊ２,川崎Ｆ,3-3,横浜FC,等々力
15863,20030726,２４,Ｊ２,川崎Ｆ,2-1,湘南,等々力
15864,20030730,２５,Ｊ２,広島,1-1,川崎Ｆ,広島ス
15865,20030803,２６,Ｊ２,川崎Ｆ,4-1,甲府,等々力
15868,20030823,２９,Ｊ２,鳥栖,0-2,川崎Ｆ,鳥栖
15870,20030903,３１,Ｊ２,新潟,3-2,川崎Ｆ,新潟陸
15872,20030913,３３,Ｊ２,福岡,2-3,川崎Ｆ,博多球
15874,20030923,３５,Ｊ２,川崎Ｆ,7-1,鳥栖,等々力
15875,20030928,３６,Ｊ２,横浜FC,2-5,川崎Ｆ,横浜国
15876,20031004,３７,Ｊ２,川崎Ｆ,3-0,新潟,等々力
15880,20031101,４１,Ｊ２,甲府,2-0,川崎Ｆ,小瀬
15881,20031108,４２,Ｊ２,川崎Ｆ,5-2,福岡,等々力
15882,20031115,４３,Ｊ２,湘南,2-2,川崎Ｆ,平塚
15883,20031123,４４,Ｊ２,川崎Ｆ,2-1,広島,等々力
15884,20040313,１,Ｊ２,川崎Ｆ,3-2,鳥栖,等々力
15885,20040320,２,Ｊ２,甲府,1-2,川崎Ｆ,松本
15888,20040410,５,Ｊ２,川崎Ｆ,5-0,湘南,等々力
15891,20040429,８,Ｊ２,横浜FC,0-2,川崎Ｆ,三ツ沢
15892,20040502,９,Ｊ２,川崎Ｆ,1-0,京都,等々力
15894,20040509,１１,Ｊ２,川崎Ｆ,1-0,福岡,等々力
15897,20040522,１４,Ｊ２,湘南,0-1,川崎Ｆ,平塚
15900,20040612,１７,Ｊ２,川崎Ｆ,2-0,甲府,等々力
15901,20040619,１８,Ｊ２,鳥栖,1-0,川崎Ｆ,鳥栖
15903,20040626,２０,Ｊ２,福岡,0-1,川崎Ｆ,博多球
15904,20040702,２１,Ｊ２,川崎Ｆ,2-0,横浜FC,等々力
15905,20040710,２２,Ｊ２,京都,1-3,川崎Ｆ,高知陸
15908,20040731,２５,Ｊ２,川崎Ｆ,2-1,湘南,等々力
15911,20040815,２８,Ｊ２,川崎Ｆ,3-1,福岡,等々力
15912,20040821,２９,Ｊ２,横浜FC,2-5,川崎Ｆ,三ツ沢
15913,20040825,３０,Ｊ２,川崎Ｆ,3-1,京都,等々力
15914,20040829,３１,Ｊ２,川崎Ｆ,5-0,鳥栖,等々力
15915,20040904,３２,Ｊ２,甲府,0-0,川崎Ｆ,小瀬
15917,20040918,３４,Ｊ２,湘南,0-1,川崎Ｆ,平塚
15920,20041002,３７,Ｊ２,川崎Ｆ,4-0,横浜FC,等々力
15921,20041015,３８,Ｊ２,京都,2-6,川崎Ｆ,西京極
15924,20041106,４１,Ｊ２,福岡,2-1,川崎Ｆ,博多球
15926,20041123,４３,Ｊ２,川崎Ｆ,4-2,甲府,等々力
15927,20041127,４４,Ｊ２,鳥栖,0-3,川崎Ｆ,鳥栖
15931,20050326,２,ＹＮＣ 予選Ｂグループ,川崎Ｆ,2-2,Ｇ大阪,等々力
15932,20050327,0,サテライトリーグ Ｃグループ,京都,1-1,川崎Ｆ,東城陽Ｇ
15933,20050403,３,Ｊ１,Ｇ大阪,3-2,川崎Ｆ,万博
15935,20050413,５,Ｊ１,神戸,1-6,川崎Ｆ,神戸ユ
15936,20050417,６,Ｊ１,川崎Ｆ,0-2,名古屋,等々力
15937,20050423,７,Ｊ１,広島,2-1,川崎Ｆ,広島ビ
15938,20050424,0,サテライトリーグ Ｃグループ,湘南,2-1,川崎Ｆ,藤沢
15939,20050428,８,Ｊ１,川崎Ｆ,2-1,横浜FM,等々力
15941,20050504,１０,Ｊ１,新潟,2-1,川崎Ｆ,新潟ス
15942,20050508,１１,Ｊ１,大分,1-0,川崎Ｆ,大分ス
15943,20050514,１２,Ｊ１,川崎Ｆ,0-1,清水,等々力
15944,20050515,0,サテライトリーグ Ｃグループ,名古屋,2-1,川崎Ｆ,多治見
15945,20050521,３,ＹＮＣ 予選Ｂグループ,広島,1-4,川崎Ｆ,広島ス
15946,20050528,４,ＹＮＣ 予選Ｂグループ,Ｇ大阪,3-2,川崎Ｆ,万博
15947,20050529,0,サテライトリーグ Ｃグループ,清水,1-0,川崎Ｆ,御殿場
15949,20050611,６,ＹＮＣ 予選Ｂグループ,川崎Ｆ,3-1,広島,等々力
15950,20050612,0,サテライトリーグ Ｃグループ,川崎Ｆ,2-1,京都,等々力
15951,20050702,１３,Ｊ１,磐田,1-2,川崎Ｆ,ヤマハ
15955,20050717,１７,Ｊ１,川崎Ｆ,3-2,Ｃ大阪,等々力
15957,20050724,0,サテライトリーグ Ｃグループ,川崎Ｆ,1-2,清水,等々力
15958,20050820,１９,Ｊ１,川崎Ｆ,2-1,大分,等々力
15959,20050824,２０,Ｊ１,横浜FM,0-2,川崎Ｆ,日産ス
15960,20050827,２１,Ｊ１,川崎Ｆ,1-1,広島,等々力
15961,20050828,0,サテライトリーグ Ｃグループ,磐田,1-2,川崎Ｆ,藤枝サ
15962,20050903,２２,Ｊ１,清水,3-2,川崎Ｆ,日本平
15966,20050925,0,サテライトリーグ Ｃグループ,川崎Ｆ,0-0,湘南,等々力
15967,20051001,２６,Ｊ１,川崎Ｆ,3-0,新潟,等々力
15968,20051002,0,サテライトリーグ Ｃグループ,川崎Ｆ,2-1,磐田,等々力
15969,20051015,２７,Ｊ１,名古屋,1-4,川崎Ｆ,瑞穂陸
15970,20051016,0,サテライトリーグ Ｃグループ,川崎Ｆ,2-2,名古屋,麻生Ｇ
15973,20051112,３０,Ｊ１,川崎Ｆ,3-1,神戸,等々力
15974,20051120,３１,Ｊ１,Ｃ大阪,2-0,川崎Ｆ,長居
15975,20051123,３２,Ｊ１,川崎Ｆ,0-2,磐田,等々力
15977,20051203,３４,Ｊ１,川崎Ｆ,2-4,Ｇ大阪,等々力
15978,20060305,１,Ｊ１,川崎Ｆ,6-0,新潟,等々力
15979,20060311,２,Ｊ１,京都,2-7,川崎Ｆ,西京極
15981,20060318,３,Ｊ１,甲府,1-0,川崎Ｆ,小瀬
15983,20060325,５,Ｊ１,磐田,1-2,川崎Ｆ,ヤマハ
15984,20060329,0,ＹＮＣ 予選Ｂグループ,京都,3-4,川崎Ｆ,西京極
15986,20060408,７,Ｊ１,広島,1-3,川崎Ｆ,広島ビ
15989,20060422,９,Ｊ１,名古屋,0-2,川崎Ｆ,瑞穂陸
15990,20060426,0,ＹＮＣ 予選Ｂグループ,川崎Ｆ,4-1,京都,等々力
15991,20060429,１０,Ｊ１,川崎Ｆ,2-2,清水,等々力
15992,20060503,１１,Ｊ１,福岡,1-2,川崎Ｆ,博多球
15993,20060507,１２,Ｊ１,川崎Ｆ,1-0,Ｃ大阪,等々力
15994,20060514,0,ＹＮＣ 予選Ｂグループ,大分,0-2,川崎Ｆ,九石ド
15995,20060517,0,ＹＮＣ 予選Ｂグループ,川崎Ｆ,1-0,大分,等々力
16002,20060726,１５,Ｊ１,川崎Ｆ,3-2,Ｇ大阪,等々力
16003,20060729,１６,Ｊ１,大分,1-1,川崎Ｆ,九石ド
16004,20060812,１７,Ｊ１,川崎Ｆ,1-1,横浜FM,等々力
16005,20060819,１８,Ｊ１,新潟,2-1,川崎Ｆ,新潟ス
16006,20060823,１９,Ｊ１,川崎Ｆ,4-2,名古屋,等々力
16010,20060909,２２,Ｊ１,横浜FM,1-2,川崎Ｆ,日産ス
16011,20060917,２３,Ｊ１,川崎Ｆ,3-4,磐田,等々力
16013,20060923,２４,Ｊ１,Ｇ大阪,4-0,川崎Ｆ,万博
16014,20060930,２５,Ｊ１,川崎Ｆ,3-3,広島,等々力
16016,20061007,２６,Ｊ１,川崎Ｆ,2-1,大分,等々力
16018,20061014,２７,Ｊ１,川崎Ｆ,2-0,甲府,等々力
16021,20061028,２９,Ｊ１,川崎Ｆ,2-0,京都,等々力
16025,20061118,３１,Ｊ１,川崎Ｆ,2-1,福岡,等々力
16027,20061123,３２,Ｊ１,清水,4-3,川崎Ｆ,日本平
16029,20061202,３４,Ｊ１,Ｃ大阪,1-3,川崎Ｆ,長居２
16031,20070311,２,Ｊ１,神戸,1-1,川崎Ｆ,ホムスタ
16032,20070317,３,Ｊ１,川崎Ｆ,6-0,横浜FC,等々力
16033,20070331,４,Ｊ１,新潟,2-0,川崎Ｆ,東北電ス
16035,20070407,５,Ｊ１,Ｇ大阪,2-2,川崎Ｆ,万博
16036,20070415,６,Ｊ１,川崎Ｆ,2-1,清水,等々力
16039,20070503,９,Ｊ１,横浜FM,2-1,川崎Ｆ,日産ス
16041,20070513,１１,Ｊ１,甲府,1-3,川崎Ｆ,小瀬
16042,20070519,１２,Ｊ１,大分,2-0,川崎Ｆ,九石ド
16044,20070609,１４,Ｊ１,名古屋,2-2,川崎Ｆ,豊田ス
16046,20070620,１６,Ｊ１,広島,1-1,川崎Ｆ,広島ビ
16047,20070623,１７,Ｊ１,川崎Ｆ,2-3,磐田,等々力
16048,20070624,0,サテライトリーグ Ｃグループ,川崎Ｆ,1-1,新潟,等々力
16049,20070630,１８,Ｊ１,川崎Ｆ,2-1,神戸,等々力
16051,20070707,0,ＹＮＣ 決勝トーナメント,甲府,3-2,川崎Ｆ,小瀬
16053,20070715,0,ＹＮＣ 決勝トーナメント,川崎Ｆ,4-2,甲府,国立
16055,20070815,２０,Ｊ１,川崎Ｆ,1-2,横浜FM,等々力
16056,20070818,２１,Ｊ１,清水,3-1,川崎Ｆ,日本平
16057,20070825,２２,Ｊ１,川崎Ｆ,4-1,Ｇ大阪,等々力
16058,20070829,２３,Ｊ１,川崎Ｆ,1-1,名古屋,等々力
16061,20070908,0,サテライトリーグ Ｃグループ,新潟,2-2,川崎Ｆ,五十公野
16062,20070915,２５,Ｊ１,川崎Ｆ,2-2,大分,等々力
16064,20070930,２７,Ｊ１,川崎Ｆ,1-1,甲府,等々力
16065,20071007,２８,Ｊ１,横浜FC,0-1,川崎Ｆ,国立
16066,20071010,0,ＹＮＣ 決勝トーナメント,横浜FM,1-2,川崎Ｆ,日産ス
16067,20071013,0,ＹＮＣ 決勝トーナメント,川崎Ｆ,4-2,横浜FM,等々力
16068,20071020,２９,Ｊ１,川崎Ｆ,4-3,新潟,等々力
16070,20071103,0,ＹＮＣ 決勝トーナメント,川崎Ｆ,0-1,Ｇ大阪,国立
16072,20071118,３２,Ｊ１,磐田,1-3,川崎Ｆ,ヤマハ
