,節,開催日,相手,スコア,HomeAway,会場,天候,自チーム,年度,team_id,指揮官,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率,A_ゴール期待値,H_ゴール期待値,A_スプリント,A_総走行距離,H_スプリント,H_総走行距離
309,33,0916,徳島,2-2,A,鳴門大塚,晴れ,モンテディオ山形,2013,yama,,11,7,0,353,12,15,2,2,29,5,17,34,3,4,2,0,27,11,126,8.7%,47.8%,(18.2%),(61.8%),(25.0%),(65.5%),(40.0%),(82.4%),16,7,1,395,13,15,4,7,36,17,17,18,2,2,1,0,45,18,142,11.3%,52.2%,(12.5%),(64.8%),(15.4%),(80.6%),(41.2%),(82.4%),,,,,,
310,34,0922,福岡,2-1,H,ＮＤスタ,晴れ,モンテディオ山形,2013,yama,,8,4,1,242,6,20,5,1,25,10,30,32,2,4,2,0,33,15,132,6.1%,41.7%,(25.0%),(62.0%),(0.0%),(56.0%),(50.0%),(73.3%),10,4,0,411,21,15,5,7,37,18,18,18,1,4,4,0,38,11,136,7.4%,58.3%,(10.0%),(74.7%),(19.0%),(67.6%),(38.9%),(66.7%),,,,,,
311,35,0929,北九州,0-1,H,ＮＤスタ,晴れ,モンテディオ山形,2013,yama,,17,3,0,377,20,17,2,6,34,18,20,15,0,3,2,0,37,12,139,12.2%,53.4%,(0.0%),(66.8%),(10.0%),(70.6%),(27.8%),(70.0%),6,3,0,334,2,12,3,1,25,3,17,44,0,2,2,0,14,2,137,4.4%,46.6%,(16.7%),(62.6%),(0.0%),(96.0%),(0.0%),(82.4%),,,,,,
312,36,1006,横浜FC,1-1,A,味フィ西,曇り,モンテディオ山形,2013,yama,,10,3,1,318,9,12,2,5,26,14,21,43,1,6,1,0,26,9,138,7.2%,44.4%,(10.0%),(65.7%),(11.1%),(88.5%),(28.6%),(76.2%),24,5,0,453,29,10,7,4,33,17,27,18,4,2,2,0,63,17,147,16.3%,55.6%,(4.2%),(71.5%),(10.3%),(78.8%),(41.2%),(88.9%),,,,,,
313,37,1020,札幌,1-3,A,札幌ド,屋内,モンテディオ山形,2013,yama,,18,5,0,360,13,19,3,5,14,10,23,28,1,6,1,0,31,13,137,13.1%,49.1%,(16.7%),(68.6%),(30.8%),(78.6%),(30.0%),(73.9%),13,4,0,368,16,13,6,3,30,11,16,21,4,3,1,0,37,10,137,9.5%,50.9%,(7.7%),(71.5%),(18.8%),(73.3%),(45.5%),(81.3%),,,,,,
314,38,1027,愛媛,3-0,H,ＮＤスタ,曇り時々雨,モンテディオ山形,2013,yama,,26,8,0,463,20,20,4,6,24,13,20,18,1,2,2,0,56,21,141,18.4%,54.1%,(11.5%),(72.6%),(40.0%),(79.2%),(46.2%),(85.0%),9,3,0,370,7,9,2,6,35,9,19,24,0,4,3,0,20,7,138,6.5%,45.9%,(0.0%),(66.5%),(28.6%),(85.7%),(66.7%),(63.2%),,,,,,
315,39,1103,岐阜,2-2,H,ＮＤスタ,曇り一時雨,モンテディオ山形,2013,yama,,23,9,0,478,20,20,3,10,30,25,17,17,3,2,1,0,58,17,152,15.1%,63.1%,(4.3%),(73.6%),(15.0%),(93.3%),(52.0%),(82.4%),12,6,0,256,16,3,2,4,24,12,26,36,3,3,1,0,22,7,129,9.3%,36.9%,(16.7%),(54.3%),(25.0%),(54.2%),(50.0%),(69.2%),,,,,,
316,40,1110,松本,3-2,A,松本,雨のち曇り,モンテディオ山形,2013,yama,,13,7,0,239,9,11,0,5,28,3,20,18,1,2,3,0,20,11,123,10.6%,34.3%,(15.4%),(47.7%),(22.2%),(57.1%),(66.7%),(90.0%),25,11,1,475,26,17,2,6,29,16,10,18,4,0,3,1,55,18,137,18.2%,65.7%,(12.0%),(76.8%),(19.2%),(69.0%),(68.8%),(60.0%),,,,,,
317,41,1117,Ｇ大阪,2-3,A,万博,晴れのち曇り,モンテディオ山形,2013,yama,,12,5,0,460,14,9,0,2,20,11,27,30,2,3,2,0,35,15,121,9.9%,49%,(16.7%),(75.0%),(35.7%),(80.0%),(63.6%),(51.9%),19,7,0,511,18,15,3,8,27,14,27,13,0,0,0,0,53,12,139,13.7%,51%,(10.5%),(72.8%),(22.2%),(77.8%),(28.6%),(66.7%),,,,,,
318,42,1124,東京Ｖ,0-0,H,ＮＤスタ,晴れ,モンテディオ山形,2013,yama,,23,9,0,442,35,13,6,6,32,18,17,14,3,1,2,0,65,23,152,15.1%,58.5%,(0.0%),(74.9%),(17.1%),(78.1%),(27.8%),(88.2%),7,1,0,270,4,18,2,0,23,10,21,38,2,6,2,1,20,5,141,5.0%,41.5%,(0.0%),(61.5%),(0.0%),(91.3%),(10.0%),(81.0%),,,,,,
319,1,0302,湘南,0-1,A,ＢＭＷス,雨,モンテディオ山形,2014,yama,,9,2,0,350,10,13,2,3,23,11,16,44,2,3,4,1,30,6,151,6.0%,39.2%,(11.1%),(66.0%),(20.0%),(60.9%),(27.3%),(62.5%),16,2,0,676,13,14,3,8,38,11,17,22,3,2,3,1,66,15,163,9.8%,60.8%,(0.0%),(77.1%),(30.8%),(94.7%),(36.4%),(52.9%),,,,,,
320,2,0309,札幌,1-1,A,札幌ド,屋内,モンテディオ山形,2014,yama,,11,3,0,381,11,7,2,4,27,11,26,31,2,2,2,0,26,11,146,7.5%,43.3%,(9.1%),(65.9%),(27.3%),(85.2%),(54.5%),(65.4%),22,2,0,564,21,17,3,5,38,9,18,33,1,2,1,0,53,18,154,14.3%,56.7%,(4.5%),(75.2%),(19.0%),(86.8%),(55.6%),(61.1%),,,,,,
