,年月日,キックオフ時刻,スタジアム,入場者数,天候,気温,湿度,H_team,H_監督,A_team,A_監督,H_ポジション1,H_選手1,H_ポジション2,H_選手2,H_ポジション3,H_選手3,H_ポジション4,H_選手4,H_ポジション5,H_選手5,H_ポジション6,H_選手6,H_ポジション7,H_選手7,H_ポジション8,H_選手8,H_ポジション9,H_選手9,H_ポジション10,H_選手10,H_ポジション11,H_選手11,A_ポジション1,A_選手1,A_ポジション2,A_選手2,A_ポジション3,A_選手3,A_ポジション4,A_選手4,A_ポジション5,A_選手5,A_ポジション6,A_選手6,A_ポジション7,A_選手7,A_ポジション8,A_選手8,A_ポジション9,A_選手9,A_ポジション10,A_選手10,A_ポジション11,A_選手11,url
20999,20181007,13:03,県立カシマサッカースタジアム,"31,798  人",晴,29.1,60,鹿島アントラーズ,大岩　剛,川崎フロンターレ,鬼木　達,GK,クォン　スンテ,DF,安西　幸輝,DF,チョン　スンヒョン,DF,犬飼　智也,DF,山本　脩斗,MF,三竿　健斗,MF,レオ　シルバ,MF,遠藤　康,MF,安部　裕葵,FW,セルジーニョ,FW,鈴木　優磨,GK,チョン　ソンリョン,DF,エウシーニョ,DF,奈良　竜樹,DF,谷口　彰悟,DF,車屋　紳太郎,MF,守田　英正,MF,大島　僚太,MF,中村　憲剛,MF,阿部　浩之,MF,登里　享平,FW,小林　悠,https://data.j-league.or.jp/SFMS02/?match_card_id=20999
21000,20181007,15:03,ＩＡＩスタジアム日本平,"19,159  人",晴,31.0,42,清水エスパルス,ヤン　ヨンソン,ジュビロ磐田,名波　浩,GK,六反　勇治,DF,立田　悠悟,DF,ファン　ソッコ,DF,フレイレ,DF,松原　后,MF,竹内　涼,MF,白崎　凌兵,MF,金子　翔太,MF,石毛　秀樹,FW,北川　航也,FW,ドウグラス,GK,カミンスキー,DF,大井　健太郎,DF,櫻内　渚,DF,エレン,DF,森下　俊,DF,高橋　祥平,MF,田口　泰士,MF,中村　俊輔,MF,上原　力也,FW,川又　堅碁,FW,大久保　嘉人,https://data.j-league.or.jp/SFMS02/?match_card_id=21000
21001,20181007,16:03,豊田スタジアム,"33,251  人",晴,26.7,46,名古屋グランパス,風間　八宏,ＦＣ東京,長谷川　健太,GK,ランゲラック,DF,宮原　和也,DF,丸山　祐市,DF,中谷　進之介,DF,金井　貢史,MF,前田　直輝,MF,小林　裕紀,MF,和泉　竜司,MF,玉田　圭司,FW,ジョー,FW,青木　亮太,GK,林　彰洋,DF,室屋　成,DF,チャン　ヒョンス,DF,森重　真人,DF,太田　宏介,MF,東　慶悟,MF,髙萩　洋次郎,MF,橋本　拳人,MF,大森　晃太郎,FW,永井　謙佑,FW,ディエゴ　オリヴェイラ,https://data.j-league.or.jp/SFMS02/?match_card_id=21001
21002,20181006,14:03,ヤンマースタジアム長居,"34,303  人",晴,29.8,59,セレッソ大阪,尹　晶煥,ガンバ大阪,宮本　恒靖,GK,キム　ジンヒョン,DF,松田　陸,DF,丸橋　祐介,DF,木本　恭生,DF,マテイ　ヨニッチ,MF,山口　蛍,MF,水沼　宏太,MF,清武　弘嗣,MF,ソウザ,MF,オスマル,FW,山村　和也,GK,東口　順昭,DF,ファビオ,DF,藤春　廣輝,DF,三浦　弦太,DF,オ　ジェソク,MF,遠藤　保仁,MF,倉田　秋,MF,今野　泰幸,MF,小野瀬　康介,FW,アデミウソン,FW,渡邉　千真,https://data.j-league.or.jp/SFMS02/?match_card_id=21002
21003,20181006,19:03,ノエビアスタジアム神戸,"22,349  人",晴,25.8,75,ヴィッセル神戸,フアン　マヌエル　リージョ,Ｖ・ファーレン長崎,高木　琢也,GK,キム　スンギュ,DF,三原　雅俊,DF,大﨑　玲央,DF,渡部　博文,DF,ティーラトン,MF,藤田　直之,MF,三田　啓貴,MF,郷家　友太,MF,古橋　亨梧,MF,ルーカス　ポドルスキ,FW,ウェリントン,GK,徳重　健太,DF,田上　大地,DF,ヨルディ　バイス,DF,髙杉　亮太,MF,飯尾　竜太朗,MF,黒木　聖仁,MF,磯村　亮太,MF,翁長　聖,MF,澤田　崇,MF,大本　祐槻,FW,ファンマ,https://data.j-league.or.jp/SFMS02/?match_card_id=21003
21004,20181006,14:03,エディオンスタジアム広島,"11,683  人",曇,26.1,76,サンフレッチェ広島,城福　浩,柏レイソル,加藤　望,GK,林　卓人,DF,和田　拓也,DF,野上　結貴,DF,水本　裕貴,DF,佐々木　翔,MF,柴﨑　晃誠,MF,青山　敏弘,MF,稲垣　祥,MF,柏　好文,FW,パトリック,FW,工藤　壮人,GK,桐畑　和繁,DF,小池　龍太,DF,鈴木　大輔,DF,パク　ジョンス,DF,高木　利弥,MF,伊東　純也,MF,小泉　慶,MF,大谷　秀和,FW,クリスティアーノ,FW,瀬川　祐輔,FW,オルンガ,https://data.j-league.or.jp/SFMS02/?match_card_id=21004
21005,20181006,19:03,ベストアメニティスタジアム,"11,557  人",曇,23.1,77,サガン鳥栖,マッシモ　フィッカデンティ,湘南ベルマーレ,曺　貴裁,GK,権田　修一,DF,藤田　優人,DF,キム　ミンヒョク,DF,ジョアン　オマリ,DF,吉田　豊,MF,高橋　秀人,MF,福田　晃斗,MF,原川　力,FW,小野　裕二,FW,趙　東建,FW,金崎　夢生,GK,秋元　陽太,DF,山根　視来,DF,坂　圭祐,DF,大野　和成,MF,岡本　拓也,MF,松田　天馬,MF,石川　俊輝,MF,杉岡　大暉,FW,菊地　俊介,FW,山﨑　凌吾,FW,梅崎　司,https://data.j-league.or.jp/SFMS02/?match_card_id=21005
21006,20181019,19:33,三協フロンテア柏スタジアム,"11,922  人",雨時々曇,17.1,75,柏レイソル,加藤　望,名古屋グランパス,風間　八宏,GK,桐畑　和繁,DF,小池　龍太,DF,鈴木　大輔,DF,中山　雄太,DF,高木　利弥,MF,江坂　任,MF,小泉　慶,MF,大谷　秀和,FW,伊東　純也,FW,瀬川　祐輔,FW,クリスティアーノ,GK,ランゲラック,DF,青木　亮太,DF,中谷　進之介,DF,丸山　祐市,DF,櫛引　一紀,MF,玉田　圭司,MF,小林　裕紀,MF,エドゥアルド　ネット,MF,前田　直輝,FW,ジョー,FW,ガブリエル　シャビエル,https://data.j-league.or.jp/SFMS02/?match_card_id=21006
21007,20181020,14:03,ユアテックスタジアム仙台,"18,023  人",曇一時雷雨,19.7,64,ベガルタ仙台,渡邉　晋,サガン鳥栖,金　明輝,GK,シュミット　ダニエル,DF,平岡　康裕,DF,大岩　一貴,DF,板倉　滉,MF,椎橋　慧也,MF,梁　勇基,MF,蜂須賀　孝治,MF,関口　訓充,FW,野津田　岳人,FW,阿部　拓馬,FW,石原　直樹,GK,権田　修一,DF,小林　祐三,DF,高橋　祐治,DF,ジョアン　オマリ,DF,三丸　拡,MF,高橋　秀人,MF,高橋　義希,MF,福田　晃斗,FW,小野　裕二,FW,金崎　夢生,FW,フェルナンド　トーレス,https://data.j-league.or.jp/SFMS02/?match_card_id=21007
21008,20181020,16:04,埼玉スタジアム２００２,"46,893  人",晴のち曇のち雨,21.1,47,浦和レッズ,オズワルド　オリヴェイラ,鹿島アントラーズ,大岩　剛,GK,西川　周作,DF,岩波　拓也,DF,マウリシオ,DF,槙野　智章,MF,森脇　良太,MF,青木　拓矢,MF,宇賀神　友弥,MF,長澤　和輝,MF,柏木　陽介,FW,興梠　慎三,FW,武藤　雄樹,GK,クォン　スンテ,DF,西　大伍,DF,チョン　スンヒョン,DF,昌子　源,DF,山本　脩斗,MF,永木　亮太,MF,小笠原　満男,MF,遠藤　康,MF,安西　幸輝,FW,土居　聖真,FW,セルジーニョ,https://data.j-league.or.jp/SFMS02/?match_card_id=21008
21009,20181020,19:03,味の素スタジアム,"28,053  人",曇時々雨,16.3,90,ＦＣ東京,長谷川　健太,セレッソ大阪,尹　晶煥,GK,林　彰洋,DF,室屋　成,DF,丹羽　大輝,DF,森重　真人,DF,太田　宏介,MF,東　慶悟,MF,髙萩　洋次郎,MF,橋本　拳人,MF,大森　晃太郎,FW,ディエゴ　オリヴェイラ,FW,永井　謙佑,GK,キム　ジンヒョン,DF,田中　裕介,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,山口　蛍,MF,水沼　宏太,MF,清武　弘嗣,MF,ソウザ,FW,柿谷　曜一朗,FW,杉本　健勇,https://data.j-league.or.jp/SFMS02/?match_card_id=21009
21010,20181020,19:03,等々力陸上競技場,"24,441  人",雨のち曇,16.9,77,川崎フロンターレ,鬼木　達,ヴィッセル神戸,フアン　マヌエル　リージョ,GK,チョン　ソンリョン,DF,エウシーニョ,DF,奈良　竜樹,DF,谷口　彰悟,DF,登里　享平,MF,大島　僚太,MF,中村　憲剛,MF,家長　昭博,MF,齋藤　学,FW,知念　慶,FW,小林　悠,GK,キム　スンギュ,DF,藤谷　壮,DF,那須　大亮,DF,大﨑　玲央,DF,橋本　和,MF,藤田　直之,MF,三田　啓貴,MF,アンドレス　イニエスタ,FW,ルーカス　ポドルスキ,FW,古橋　亨梧,FW,ウェリントン,https://data.j-league.or.jp/SFMS02/?match_card_id=21010
21011,20181020,16:04,Ｓｈｏｎａｎ ＢＭＷ スタジアム平塚,"11,982  人",晴のち曇,21.1,47,湘南ベルマーレ,曺　貴裁,北海道コンサドーレ札幌,ペトロヴィッチ,GK,秋元　陽太,DF,山根　視来,DF,坂　圭祐,DF,大野　和成,MF,岡本　拓也,MF,石川　俊輝,MF,金子　大毅,MF,杉岡　大暉,FW,松田　天馬,FW,山﨑　凌吾,FW,梅崎　司,GK,ク　ソンユン,DF,進藤　亮佑,DF,宮澤　裕樹,DF,福森　晃斗,MF,駒井　善成,MF,深井　一希,MF,荒野　拓馬,MF,菅　大輝,MF,都倉　賢,MF,チャナティップ,FW,ジェイ,https://data.j-league.or.jp/SFMS02/?match_card_id=21011
21012,20181020,14:03,ＩＡＩスタジアム日本平,"14,870  人",晴,21.9,50,清水エスパルス,ヤン　ヨンソン,サンフレッチェ広島,城福　浩,GK,六反　勇治,DF,立田　悠悟,DF,ファン　ソッコ,DF,フレイレ,DF,松原　后,MF,白崎　凌兵,MF,竹内　涼,MF,金子　翔太,MF,石毛　秀樹,FW,北川　航也,FW,クリスラン,GK,林　卓人,DF,和田　拓也,DF,野上　結貴,DF,水本　裕貴,DF,佐々木　翔,MF,柴﨑　晃誠,MF,青山　敏弘,MF,稲垣　祥,MF,川辺　駿,FW,パトリック,FW,工藤　壮人,https://data.j-league.or.jp/SFMS02/?match_card_id=21012
21013,20181020,15:03,パナソニック スタジアム 吹田,"26,630  人",晴,20.4,29,ガンバ大阪,宮本　恒靖,横浜Ｆ・マリノス,アンジェ　ポステコグルー,GK,東口　順昭,DF,ファビオ,DF,藤春　廣輝,DF,三浦　弦太,DF,菅沼　駿哉,DF,オ　ジェソク,MF,遠藤　保仁,MF,倉田　秋,MF,今野　泰幸,MF,小野瀬　康介,FW,渡邉　千真,GK,飯倉　大樹,DF,松原　健,DF,チアゴ　マルチンス,DF,ドゥシャン,DF,山中　亮輔,MF,扇原　貴宏,MF,大津　祐樹,MF,天野　純,FW,仲川　輝人,FW,ウーゴ　ヴィエイラ,FW,遠藤　渓太,https://data.j-league.or.jp/SFMS02/?match_card_id=21013
21014,20181021,16:03,トランスコスモススタジアム長崎,"15,502  人",晴,21.2,41,Ｖ・ファーレン長崎,高木　琢也,ジュビロ磐田,名波　浩,GK,増田　卓也,DF,田上　大地,DF,ヨルディ　バイス,DF,髙杉　亮太,MF,飯尾　竜太朗,MF,黒木　聖仁,MF,磯村　亮太,MF,翁長　聖,MF,澤田　崇,MF,中村　慶太,FW,ファンマ,GK,カミンスキー,DF,大井　健太郎,DF,櫻内　渚,DF,エレン,DF,高橋　祥平,MF,田口　泰士,MF,中村　俊輔,MF,松浦　拓弥,MF,山田　大記,MF,上原　力也,FW,川又　堅碁,https://data.j-league.or.jp/SFMS02/?match_card_id=21014
21015,20181102,19:03,Ｓｈｏｎａｎ ＢＭＷ スタジアム平塚,"14,354  人",晴,13.0,67,湘南ベルマーレ,曺　貴裁,清水エスパルス,ヤン　ヨンソン,GK,秋元　陽太,DF,山根　視来,DF,坂　圭祐,DF,大野　和成,MF,岡本　拓也,MF,菊地　俊介,MF,金子　大毅,MF,高山　薫,FW,小川　慶治朗,FW,山﨑　凌吾,FW,山口　和樹,GK,六反　勇治,DF,立田　悠悟,DF,ファン　ソッコ,DF,フレイレ,DF,松原　后,MF,河井　陽介,MF,竹内　涼,MF,金子　翔太,MF,白崎　凌兵,FW,北川　航也,FW,ドウグラス,https://data.j-league.or.jp/SFMS02/?match_card_id=21015
21016,20181104,14:03,札幌ドーム,"24,065  人",屋内,21.8,47,北海道コンサドーレ札幌,ペトロヴィッチ,ベガルタ仙台,渡邉　晋,GK,ク　ソンユン,DF,進藤　亮佑,DF,宮澤　裕樹,DF,福森　晃斗,MF,早坂　良太,MF,駒井　善成,MF,兵藤　慎剛,MF,菅　大輝,MF,三好　康児,MF,チャナティップ,FW,ジェイ,GK,シュミット　ダニエル,DF,平岡　康裕,DF,大岩　一貴,DF,板倉　滉,MF,椎橋　慧也,MF,矢島　慎也,MF,蜂須賀　孝治,MF,中野　嘉大,FW,野津田　岳人,FW,阿部　拓馬,FW,石原　直樹,https://data.j-league.or.jp/SFMS02/?match_card_id=21016
21017,20181103,16:03,埼玉スタジアム２００２,"43,943  人",晴,18.4,47,浦和レッズ,オズワルド　オリヴェイラ,ガンバ大阪,宮本　恒靖,GK,西川　周作,DF,岩波　拓也,DF,マウリシオ,DF,槙野　智章,MF,森脇　良太,MF,阿部　勇樹,MF,宇賀神　友弥,MF,長澤　和輝,MF,柏木　陽介,FW,武藤　雄樹,FW,興梠　慎三,GK,林　瑞輝,DF,ファビオ,DF,藤春　廣輝,DF,三浦　弦太,DF,オ　ジェソク,MF,遠藤　保仁,MF,倉田　秋,MF,今野　泰幸,MF,小野瀬　康介,FW,アデミウソン,FW,ファン　ウィジョ,https://data.j-league.or.jp/SFMS02/?match_card_id=21017
21018,20181103,14:03,日産スタジアム,"27,252  人",曇一時雨のち晴,18.6,48,横浜Ｆ・マリノス,アンジェ　ポステコグルー,ＦＣ東京,長谷川　健太,GK,飯倉　大樹,DF,松原　健,DF,チアゴ　マルチンス,DF,ドゥシャン,DF,山中　亮輔,MF,扇原　貴宏,MF,喜田　拓也,MF,天野　純,FW,仲川　輝人,FW,ウーゴ　ヴィエイラ,FW,イッペイ　シノヅカ,GK,林　彰洋,DF,室屋　成,DF,丹羽　大輝,DF,チャン　ヒョンス,DF,小川　諒也,MF,東　慶悟,MF,米本　拓司,MF,橋本　拳人,MF,大森　晃太郎,FW,髙萩　洋次郎,FW,ディエゴ　オリヴェイラ,https://data.j-league.or.jp/SFMS02/?match_card_id=21018
21019,20181103,14:03,ヤマハスタジアム（磐田）,"14,657  人",曇,20.2,36,ジュビロ磐田,名波　浩,サンフレッチェ広島,城福　浩,GK,カミンスキー,DF,大井　健太郎,DF,小川　大貴,DF,大南　拓磨,DF,高橋　祥平,MF,田口　泰士,MF,松浦　拓弥,MF,宮崎　智彦,MF,山田　大記,MF,上原　力也,FW,川又　堅碁,GK,林　卓人,DF,和田　拓也,DF,野上　結貴,DF,水本　裕貴,DF,佐々木　翔,MF,川辺　駿,MF,柴﨑　晃誠,MF,稲垣　祥,MF,柏　好文,FW,パトリック,FW,ティーラシン,https://data.j-league.or.jp/SFMS02/?match_card_id=21019
21020,20181103,14:03,豊田スタジアム,"41,044  人",曇のち晴,18.8,36,名古屋グランパス,風間　八宏,ヴィッセル神戸,フアン　マヌエル　リージョ,GK,ランゲラック,DF,櫛引　一紀,DF,中谷　進之介,DF,丸山　祐市,DF,金井　貢史,MF,前田　直輝,MF,小林　裕紀,MF,エドゥアルド　ネット,MF,玉田　圭司,FW,ガブリエル　シャビエル,FW,ジョー,GK,前川　黛也,DF,三原　雅俊,DF,大﨑　玲央,DF,アフメド　ヤセル,DF,伊野波　雅彦,DF,ティーラトン,MF,藤田　直之,MF,三田　啓貴,MF,ルーカス　ポドルスキ,MF,アンドレス　イニエスタ,FW,古橋　亨梧,https://data.j-league.or.jp/SFMS02/?match_card_id=21020
21021,20181104,16:04,ベストアメニティスタジアム,"22,669  人",晴,24.3,42,サガン鳥栖,金　明輝,Ｖ・ファーレン長崎,高木　琢也,GK,権田　修一,DF,小林　祐三,DF,高橋　祐治,DF,ジョアン　オマリ,DF,三丸　拡,MF,福田　晃斗,MF,高橋　秀人,MF,高橋　義希,MF,原川　力,FW,趙　東建,FW,フェルナンド　トーレス,GK,増田　卓也,DF,田上　大地,DF,ヨルディ　バイス,DF,髙杉　亮太,MF,飯尾　竜太朗,MF,磯村　亮太,MF,黒木　聖仁,MF,翁長　聖,MF,平松　宗,MF,澤田　崇,FW,ファンマ,https://data.j-league.or.jp/SFMS02/?match_card_id=21021
21022,20181031,19:03,県立カシマサッカースタジアム,"9,233  人",曇,13.4,49,鹿島アントラーズ,大岩　剛,セレッソ大阪,尹　晶煥,GK,クォン　スンテ,DF,小田　逸稀,DF,犬飼　智也,DF,昌子　源,DF,町田　浩樹,MF,永木　亮太,MF,小笠原　満男,MF,田中　稔也,MF,久保田　和音,FW,山口　一真,FW,金森　健志,GK,キム　ジンヒョン,DF,田中　裕介,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,山口　蛍,MF,水沼　宏太,MF,ソウザ,FW,柿谷　曜一朗,FW,杉本　健勇,FW,高木　俊幸,https://data.j-league.or.jp/SFMS02/?match_card_id=21022
21023,20181103,14:02,等々力陸上競技場,"24,487  人",晴一時曇,20.3,48,川崎フロンターレ,鬼木　達,柏レイソル,加藤　望,GK,新井　章太,DF,エウシーニョ,DF,奈良　竜樹,DF,谷口　彰悟,DF,登里　享平,MF,守田　英正,MF,下田　北斗,MF,中村　憲剛,MF,家長　昭博,MF,阿部　浩之,FW,小林　悠,GK,中村　航輔,DF,小池　龍太,DF,鎌田　次郎,DF,鈴木　大輔,DF,中山　雄太,MF,伊東　純也,MF,小泉　慶,MF,大谷　秀和,MF,亀川　諒史,FW,江坂　任,FW,オルンガ,https://data.j-league.or.jp/SFMS02/?match_card_id=21023
21024,20181110,14:03,札幌厚別公園競技場,"12,723  人",曇,15.4,56,北海道コンサドーレ札幌,ペトロヴィッチ,浦和レッズ,オズワルド　オリヴェイラ,GK,ク　ソンユン,DF,進藤　亮佑,DF,宮澤　裕樹,DF,福森　晃斗,MF,早坂　良太,MF,兵藤　慎剛,MF,荒野　拓馬,MF,菅　大輝,MF,三好　康児,MF,チャナティップ,FW,都倉　賢,GK,西川　周作,DF,岩波　拓也,DF,マウリシオ,DF,槙野　智章,MF,橋岡　大樹,MF,阿部　勇樹,MF,長澤　和輝,MF,宇賀神　友弥,MF,柏木　陽介,FW,武藤　雄樹,FW,興梠　慎三,https://data.j-league.or.jp/SFMS02/?match_card_id=21024
21025,20181110,14:03,味の素スタジアム,"24,323  人",晴,23.3,53,ＦＣ東京,長谷川　健太,ジュビロ磐田,名波　浩,GK,林　彰洋,DF,室屋　成,DF,チャン　ヒョンス,DF,森重　真人,DF,太田　宏介,MF,東　慶悟,MF,米本　拓司,MF,橋本　拳人,MF,大森　晃太郎,FW,髙萩　洋次郎,FW,ディエゴ　オリヴェイラ,GK,カミンスキー,DF,大井　健太郎,DF,櫻内　渚,DF,大南　拓磨,DF,高橋　祥平,MF,田口　泰士,MF,松浦　拓弥,MF,宮崎　智彦,MF,山田　大記,MF,上原　力也,FW,大久保　嘉人,https://data.j-league.or.jp/SFMS02/?match_card_id=21025
21026,20181110,14:03,ＩＡＩスタジアム日本平,"17,974  人",晴,22.1,72,清水エスパルス,篠田　善之,名古屋グランパス,風間　八宏,GK,六反　勇治,DF,立田　悠悟,DF,ファン　ソッコ,DF,フレイレ,DF,松原　后,MF,河井　陽介,MF,竹内　涼,MF,石毛　秀樹,MF,白崎　凌兵,FW,北川　航也,FW,ドウグラス,GK,ランゲラック,DF,和泉　竜司,DF,中谷　進之介,DF,丸山　祐市,DF,秋山　陽介,MF,青木　亮太,MF,小林　裕紀,MF,エドゥアルド　ネット,MF,玉田　圭司,FW,ジョー,FW,ガブリエル　シャビエル,https://data.j-league.or.jp/SFMS02/?match_card_id=21026
21027,20181110,15:03,パナソニック スタジアム 吹田,"23,576  人",晴,19.9,22,ガンバ大阪,宮本　恒靖,湘南ベルマーレ,曺　貴裁,GK,東口　順昭,DF,ファビオ,DF,藤春　廣輝,DF,三浦　弦太,DF,米倉　恒貴,MF,遠藤　保仁,MF,倉田　秋,MF,今野　泰幸,MF,小野瀬　康介,FW,アデミウソン,FW,ファン　ウィジョ,GK,秋元　陽太,DF,山根　視来,DF,坂　圭祐,DF,大野　和成,MF,岡本　拓也,MF,石川　俊輝,MF,金子　大毅,MF,杉岡　大暉,FW,菊地　俊介,FW,山﨑　凌吾,FW,梅崎　司,https://data.j-league.or.jp/SFMS02/?match_card_id=21027
21028,20181110,14:03,ノエビアスタジアム神戸,"26,603  人",晴,20.7,27,ヴィッセル神戸,フアン　マヌエル　リージョ,サガン鳥栖,金　明輝,GK,前川　黛也,DF,藤谷　壮,DF,大﨑　玲央,DF,アフメド　ヤセル,DF,ティーラトン,MF,伊野波　雅彦,MF,藤田　直之,MF,アンドレス　イニエスタ,MF,三田　啓貴,FW,ルーカス　ポドルスキ,FW,古橋　亨梧,GK,権田　修一,DF,小林　祐三,DF,高橋　祐治,DF,ジョアン　オマリ,DF,三丸　拡,MF,福田　晃斗,MF,高橋　秀人,MF,高橋　義希,MF,原川　力,FW,金崎　夢生,FW,フェルナンド　トーレス,https://data.j-league.or.jp/SFMS02/?match_card_id=21028
21029,20181110,14:03,エディオンスタジアム広島,"13,091  人",晴,21.9,43,サンフレッチェ広島,城福　浩,ベガルタ仙台,渡邉　晋,GK,林　卓人,DF,和田　拓也,DF,野上　結貴,DF,水本　裕貴,DF,佐々木　翔,MF,川辺　駿,MF,青山　敏弘,MF,稲垣　祥,MF,柴﨑　晃誠,FW,パトリック,FW,ティーラシン,GK,シュミット　ダニエル,DF,平岡　康裕,DF,大岩　一貴,DF,板倉　滉,MF,奥埜　博亮,MF,椎橋　慧也,MF,蜂須賀　孝治,MF,永戸　勝也,FW,ハモン　ロペス,FW,中野　嘉大,FW,石原　直樹,https://data.j-league.or.jp/SFMS02/?match_card_id=21029
