ポジション1,選手1,チーム1,監督1,ポジション2,選手2,チーム2,監督2,日付,試合情報
DF,田中　秀人,ＦＣ岐阜,行徳　浩二,DF,田中　秀人,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
DF,関田　寛士,ＦＣ岐阜,行徳　浩二,DF,関田　寛士,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
DF,村上　一樹,ＦＣ岐阜,行徳　浩二,DF,村上　一樹,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
MF,井上　平,ＦＣ岐阜,行徳　浩二,MF,井上　平,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
MF,李　漢宰,ＦＣ岐阜,行徳　浩二,MF,李　漢宰,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
MF,服部　年宏,ＦＣ岐阜,行徳　浩二,MF,服部　年宏,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
MF,染矢　一樹,ＦＣ岐阜,行徳　浩二,MF,染矢　一樹,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
FW,樋口　寛規,ＦＣ岐阜,行徳　浩二,FW,樋口　寛規,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
FW,佐藤　洸一,ＦＣ岐阜,行徳　浩二,FW,佐藤　洸一,水戸ホーリーホック,柱谷　哲二,2012/05/03,"２０１２Ｊリーグ　ディビジョン２
								 第１２節第１日"
GK,飯倉　大樹,横浜Ｆ・マリノス,樋口　靖洋,GK,飯倉　大樹,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,小林　祐三,横浜Ｆ・マリノス,樋口　靖洋,DF,小林　祐三,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,栗原　勇蔵,横浜Ｆ・マリノス,樋口　靖洋,DF,栗原　勇蔵,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,中澤　佑二,横浜Ｆ・マリノス,樋口　靖洋,DF,中澤　佑二,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,ドゥトラ,横浜Ｆ・マリノス,樋口　靖洋,DF,ドゥトラ,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,富澤　清太郎,横浜Ｆ・マリノス,樋口　靖洋,MF,富澤　清太郎,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,兵藤　慎剛,横浜Ｆ・マリノス,樋口　靖洋,MF,兵藤　慎剛,コンサドーレ札幌,石崎　信弘,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,熊林　親吾,ブラウブリッツ秋田,与那城　ジョージ,MF,熊林　親吾,Ｙ．Ｓ．Ｃ．Ｃ．横浜,有馬　賢二,2014/06/15,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第２日"
FW,藤井　貴,ブラウブリッツ秋田,与那城　ジョージ,FW,藤井　貴,Ｙ．Ｓ．Ｃ．Ｃ．横浜,有馬　賢二,2014/06/15,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第２日"
FW,レオナルド,ブラウブリッツ秋田,与那城　ジョージ,FW,レオナルド,Ｙ．Ｓ．Ｃ．Ｃ．横浜,有馬　賢二,2014/06/15,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第２日"
MF,柿谷　曜一朗,セレッソ大阪,セルジオ　ソアレス,MF,柿谷　曜一朗,ヴィッセル神戸,安達　亮,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
FW,ケンペス,セレッソ大阪,セルジオ　ソアレス,FW,ケンペス,ヴィッセル神戸,安達　亮,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
GK,稲田　康志,柏レイソル,ネルシーニョ,GK,稲田　康志,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,酒井　宏樹,柏レイソル,ネルシーニョ,DF,酒井　宏樹,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,増嶋　竜也,柏レイソル,ネルシーニョ,DF,増嶋　竜也,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,渡部　博文,柏レイソル,ネルシーニョ,DF,渡部　博文,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
DF,橋本　和,柏レイソル,ネルシーニョ,DF,橋本　和,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,レアンドロ　ドミンゲス,柏レイソル,ネルシーニョ,MF,レアンドロ　ドミンゲス,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,安　英学,柏レイソル,ネルシーニョ,MF,安　英学,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,茨田　陽生,柏レイソル,ネルシーニョ,MF,茨田　陽生,サンフレッチェ広島,森保　一,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
GK,岡本　昌弘,ジェフユナイテッド千葉,鈴木　淳,GK,岡本　昌弘,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
DF,大岩　一貴,ジェフユナイテッド千葉,鈴木　淳,DF,大岩　一貴,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
DF,キム　ヒョヌン,ジェフユナイテッド千葉,鈴木　淳,DF,キム　ヒョヌン,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
DF,山口　智,ジェフユナイテッド千葉,鈴木　淳,DF,山口　智,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
DF,中村　太亮,ジェフユナイテッド千葉,鈴木　淳,DF,中村　太亮,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
MF,兵働　昭弘,ジェフユナイテッド千葉,鈴木　淳,MF,兵働　昭弘,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
MF,佐藤　健太郎,ジェフユナイテッド千葉,鈴木　淳,MF,佐藤　健太郎,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
MF,井出　遥也,ジェフユナイテッド千葉,鈴木　淳,MF,井出　遥也,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
MF,谷澤　達也,ジェフユナイテッド千葉,鈴木　淳,MF,谷澤　達也,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
MF,大塚　翔平,ジェフユナイテッド千葉,鈴木　淳,MF,大塚　翔平,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
MF,ペク　ソンドン,ジュビロ磐田,森下　仁志,MF,ペク　ソンドン,浦和レッズ,ペトロヴィッチ,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,山崎　亮平,ジュビロ磐田,森下　仁志,MF,山崎　亮平,浦和レッズ,ペトロヴィッチ,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,山田　大記,ジュビロ磐田,森下　仁志,MF,山田　大記,浦和レッズ,ペトロヴィッチ,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
FW,前田　遼一,ジュビロ磐田,森下　仁志,FW,前田　遼一,浦和レッズ,ペトロヴィッチ,2012/05/06,"２０１２Ｊリーグ　ディビジョン１
								 第１０節第１日"
MF,二川　孝広,ガンバ大阪,長谷川　健太,MF,二川　孝広,栃木ＳＣ,松田　浩,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
FW,レアンドロ,ガンバ大阪,長谷川　健太,FW,レアンドロ,栃木ＳＣ,松田　浩,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
FW,倉田　秋,ガンバ大阪,長谷川　健太,FW,倉田　秋,栃木ＳＣ,松田　浩,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
GK,水谷　雄一,アビスパ福岡,マリヤン　プシュニク,GK,水谷　雄一,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,堤　俊輔,アビスパ福岡,マリヤン　プシュニク,DF,堤　俊輔,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,古賀　正紘,アビスパ福岡,マリヤン　プシュニク,DF,古賀　正紘,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,パク　ゴン,アビスパ福岡,マリヤン　プシュニク,DF,パク　ゴン,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,尾亦　弘友希,アビスパ福岡,マリヤン　プシュニク,DF,尾亦　弘友希,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
MF,岡田　隆,アビスパ福岡,マリヤン　プシュニク,MF,岡田　隆,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
MF,中原　秀人,アビスパ福岡,マリヤン　プシュニク,MF,中原　秀人,ロアッソ熊本,吉田　靖,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
FW,ケンペス,ジェフユナイテッド千葉,鈴木　淳,FW,ケンペス,京都サンガF.C.,バドゥ,2014/06/14,"２０１４Ｊリーグ　ディビジョン２
								 第１８節第１日"
GK,原田　欽庸,ツエーゲン金沢,森下　仁之,GK,原田　欽庸,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
DF,辻尾　真二,ツエーゲン金沢,森下　仁之,DF,辻尾　真二,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
DF,太田　康介,ツエーゲン金沢,森下　仁之,DF,太田　康介,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
DF,作田　裕次,ツエーゲン金沢,森下　仁之,DF,作田　裕次,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
DF,嶺岸　佳介,ツエーゲン金沢,森下　仁之,DF,嶺岸　佳介,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
MF,本田　真吾,ツエーゲン金沢,森下　仁之,MF,本田　真吾,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
MF,山藤　健太,ツエーゲン金沢,森下　仁之,MF,山藤　健太,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
MF,富田　康仁,ツエーゲン金沢,森下　仁之,MF,富田　康仁,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
MF,清原　翔平,ツエーゲン金沢,森下　仁之,MF,清原　翔平,Ｊリーグ・アンダー２２選抜,高畠　勉,2014/06/14,"２０１４　明治安田生命　Ｊ３リーグ
								 第１６節第１日"
GK,シュナイダー　潤之介,横浜ＦＣ,山口　素弘,GK,シュナイダー　潤之介,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,武岡　優斗,横浜ＦＣ,山口　素弘,DF,武岡　優斗,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,野上　結貴,横浜ＦＣ,山口　素弘,DF,野上　結貴,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,森下　俊,横浜ＦＣ,山口　素弘,DF,森下　俊,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
DF,森本　良,横浜ＦＣ,山口　素弘,DF,森本　良,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
MF,佐藤　謙介,横浜ＦＣ,山口　素弘,MF,佐藤　謙介,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
MF,中里　崇宏,横浜ＦＣ,山口　素弘,MF,中里　崇宏,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
MF,寺田　紳一,横浜ＦＣ,山口　素弘,MF,寺田　紳一,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
MF,内田　智也,横浜ＦＣ,山口　素弘,MF,内田　智也,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
FW,黒津　勝,横浜ＦＣ,山口　素弘,FW,黒津　勝,コンサドーレ札幌,財前　恵一,2013/06/01,"２０１３Ｊリーグ　ディビジョン２
								 第１７節第１日"
